"Note: A 2% flat Payment Fee applies to all categories and is included in the final commission fee listed under the column ""Total Fee with Payment and VAT"".",,,,,,,,,,,,,,
Category,Sub-category 1,Sub-category 2,Sub-category 3,Sub-category 4,Commission,Total Fee with Payment and VAT,,,,,,,,
"Tools, DIY & Outdoor",Hand Tools,Trowels,,,11.31%,15.04%,,,,,,,,
"Tools, DIY & Outdoor",Hand Tools,Wrenches,,,11.31%,15.04%,,,,,,,,
"Tools, DIY & Outdoor",Hardware,"Nails, Screws & Fasteners",,,11.31%,15.04%,,,,,,,,
"Tools, DIY & Outdoor",Hardware,Picture Hangers & Hooks,,,11.31%,15.04%,,,,,,,,
"Tools, DIY & Outdoor",Hardware,Tarps & Tie-Downs,,,11.31%,15.04%,,,,,,,,
"Tools, DIY & Outdoor",Ladders & Workbenches,,,,11.31%,15.04%,,,,,,,,
"Tools, DIY & Outdoor",Lawn & Garden,Arbours & Trellises,,,11.31%,15.04%,,,,,,,,
"Tools, DIY & Outdoor",Lawn & Garden,Garden Decor & Ornaments,,,11.31%,15.04%,,,,,,,,
"Tools, DIY & Outdoor",Lawn & Garden,Garden Shed & Greenhouses,,,11.31%,15.04%,,,,,,,,
"Tools, DIY & Outdoor",Lawn & Garden,Garden Soil & Fertilizers,,,11.31%,15.04%,,,,,,,,
"Tools, DIY & Outdoor",Lawn & Garden,Gardening Tools,,,11.31%,15.04%,,,,,,,,
"Tools, DIY & Outdoor",Lawn & Garden,Indoor Plants,,,12.35%,16.22%,,,,,,,,
"Tools, DIY & Outdoor",Lawn & Garden,Outdoor & Gardening Power Tools,Pressure Washers,,10.88%,14.55%,,,,,,,,
"Tools, DIY & Outdoor",Lawn & Garden,Outdoor & Gardening Power Tools,Lawn Mowers,,10.88%,14.55%,,,,,,,,
"Tools, DIY & Outdoor",Lawn & Garden,Outdoor & Gardening Power Tools,Outdoor Power Tools,,10.88%,14.55%,,,,,,,,
"Tools, DIY & Outdoor",Lawn & Garden,Outdoor & Gardening Power Tools,Generators & Portable Power,,8.70%,12.09%,,,,,,,,
"Tools, DIY & Outdoor",Lawn & Garden,Outdoor & Gardening Power Tools,Outdoor Power Tool Accessories,,10.88%,14.55%,,,,,,,,
"Tools, DIY & Outdoor",Lawn & Garden,Plants & Tree Seeds,,,10.88%,14.55%,,,,,,,,
"Tools, DIY & Outdoor",Lawn & Garden,Ponds & Water Features,,,11.31%,15.04%,,,,,,,,
"Tools, DIY & Outdoor",Lawn & Garden,"Pots, Planters & Urns",,,10.88%,14.55%,,,,,,,,
"Tools, DIY & Outdoor",Lawn & Garden,Watering Systems & Garden Hoses,,,11.31%,15.04%,,,,,,,,
"Tools, DIY & Outdoor",Lawn & Garden,Weeds & Pest Control,,,12.35%,16.22%,,,,,,,,
"Tools, DIY & Outdoor",Measuring & Levelling,,,,11.31%,15.04%,,,,,,,,
"Tools, DIY & Outdoor",Outdoor,BBQ & Outdoor Dining,BBQ & Grills,,5.22%,8.16%,,,,,,,,
"Tools, DIY & Outdoor",Outdoor,BBQ & Outdoor Dining,BBQ Accessories,,10.09%,13.66%,,,,,,,,
"Tools, DIY & Outdoor",Outdoor,Electric Insect Killers,,,8.70%,12.09%,,,,,,,,
"Tools, DIY & Outdoor",Outdoor,Pools & Spas,Pools & Spa Cleaning,,10.96%,14.64%,,,,,,,,
"Tools, DIY & Outdoor",Outdoor,Pools & Spas,Pool Accessories,,10.96%,14.64%,,,,,,,,
"Tools, DIY & Outdoor",Painting & Decorating,Adhesives & Tape,,,10.96%,14.64%,,,,,,,,
"Tools, DIY & Outdoor",Painting & Decorating,Caulking,,,10.96%,14.64%,,,,,,,,
"Tools, DIY & Outdoor",Painting & Decorating,Cement Mix,,,6.96%,10.12%,,,,,,,,
"Tools, DIY & Outdoor",Painting & Decorating,Flooring,Tile Flooring,,6.96%,10.12%,,,,,,,,
"Tools, DIY & Outdoor",Painting & Decorating,Flooring,Flooring Accessories & Adhesives,,6.96%,10.12%,,,,,,,,
"Tools, DIY & Outdoor",Painting & Decorating,Flooring,Vinyl Flooring,,6.96%,10.12%,,,,,,,,
"Tools, DIY & Outdoor",Painting & Decorating,Paint & Primers,,,6.96%,10.12%,,,,,,,,
"Tools, DIY & Outdoor",Painting & Decorating,Paint Tools & Accessories,,,6.96%,10.12%,,,,,,,,
"Tools, DIY & Outdoor",Painting & Decorating,Sealants,,,6.96%,10.12%,,,,,,,,
"Tools, DIY & Outdoor",Painting & Decorating,Wallpaper,,,8.70%,12.09%,,,,,,,,
"Tools, DIY & Outdoor",Painting & Decorating,Waterproofing,,,6.96%,10.12%,,,,,,,,
"Tools, DIY & Outdoor",Painting & Decorating,Window Treatments,,,10.96%,14.64%,,,,,,,,
"Tools, DIY & Outdoor",Power Tools,Combo Kits,,,8.00%,11.30%,,,,,,,,
"Tools, DIY & Outdoor",Power Tools,Demolition Hammers,,,8.00%,11.30%,,,,,,,,
"Tools, DIY & Outdoor",Power Tools,Drills & Drivers,,,8.00%,11.30%,,,,,,,,
"Tools, DIY & Outdoor",Power Tools,Dust Extractors,,,8.00%,11.30%,,,,,,,,
"Tools, DIY & Outdoor",Power Tools,Grease Guns,,,8.00%,11.30%,,,,,,,,
"Tools, DIY & Outdoor",Power Tools,Grinders,,,8.00%,11.30%,,,,,,,,
"Tools, DIY & Outdoor",Power Tools,Heat Guns,,,8.00%,11.30%,,,,,,,,
"Tools, DIY & Outdoor",Power Tools,Impact Wrenches,,,8.00%,11.30%,,,,,,,,
"Tools, DIY & Outdoor",Power Tools,Nail Guns,,,8.00%,11.30%,,,,,,,,
"Tools, DIY & Outdoor",Power Tools,Oscillating Tools,,,8.00%,11.30%,,,,,,,,
"Tools, DIY & Outdoor",Power Tools,Planers & Jointers,,,8.00%,11.30%,,,,,,,,
"Tools, DIY & Outdoor",Power Tools,Polishers,,,8.00%,11.30%,,,,,,,,
"Tools, DIY & Outdoor",Power Tools,Power Routers,,,8.00%,11.30%,,,,,,,,
"Tools, DIY & Outdoor",Power Tools,Power Sanders,,,8.00%,11.30%,,,,,,,,
"Tools, DIY & Outdoor",Power Tools,Power Saws,,,8.00%,11.30%,,,,,,,,
"Tools, DIY & Outdoor",Power Tools,Power Tool Accessory,,,8.00%,11.30%,,,,,,,,
"Tools, DIY & Outdoor",Power Tools,Rotary Tools,,,8.00%,11.30%,,,,,,,,
"Tools, DIY & Outdoor",Power Tools,Shears & Nibbles,,,8.00%,11.30%,,,,,,,,
"Tools, DIY & Outdoor",Power Tools,Welding Tools,,,8.00%,11.30%,,,,,,,,
"Tools, DIY & Outdoor",Protective Clothing & Equipment,Ear Protection,,,10.09%,13.66%,,,,,,,,
"Tools, DIY & Outdoor",Protective Clothing & Equipment,Eye Protection,,,10.09%,13.66%,,,,,,,,
"Tools, DIY & Outdoor",Protective Clothing & Equipment,Head Protection,,,10.09%,13.66%,,,,,,,,
"Tools, DIY & Outdoor",Protective Clothing & Equipment,Knee & Elbow Pads,,,10.09%,13.66%,,,,,,,,
"Tools, DIY & Outdoor",Protective Clothing & Equipment,Masks & Filters,,,10.09%,13.66%,,,,,,,,
"Tools, DIY & Outdoor",Protective Clothing & Equipment,Safety Cones & Tape,,,10.09%,13.66%,,,,,,,,
"Tools, DIY & Outdoor",Protective Clothing & Equipment,Safety Gloves,,,10.09%,13.66%,,,,,,,,
"Tools, DIY & Outdoor",Protective Clothing & Equipment,Safety Harnesses & Supports,,,10.09%,13.66%,,,,,,,,
"Tools, DIY & Outdoor",Protective Clothing & Equipment,Work Jackets & Outerware,,,10.09%,13.66%,,,,,,,,
"Tools, DIY & Outdoor",Protective Clothing & Equipment,Work Shoes,,,10.09%,13.66%,,,,,,,,
"Tools, DIY & Outdoor",Security,Door hardware & locks,,,10.96%,14.64%,,,,,,,,
"Tools, DIY & Outdoor",Security,Gate Hardware,,,10.96%,14.64%,,,,,,,,
"Tools, DIY & Outdoor",Security,Household Security Systems,,,10.09%,13.66%,,,,,,,,
"Tools, DIY & Outdoor",Security,Security Safes,,,10.09%,13.66%,,,,,,,,
"Tools, DIY & Outdoor",Tool Storage & Shelving,,,,10.96%,14.64%,,,,,,,,
"Tools, DIY & Outdoor",Work Lights,Rechargeable & Flashlights,,,10.96%,14.64%,,,,,,,,
"Tools, DIY & Outdoor",Work Lights,Work & Safety Lights,,,10.96%,14.64%,,,,,,,,
Toys & Games,Action Figures & Collectibles,Action Figures,,,12.18%,16.02%,,,,,,,,
Toys & Games,Action Figures & Collectibles,Collectibles,,,12.18%,16.02%,,,,,,,,
Toys & Games,Action Figures & Collectibles,Mini - Figures,,,12.18%,16.02%,,,,,,,,
Toys & Games,Action Figures & Collectibles,Video Game Characters,,,12.18%,16.02%,,,,,,,,
Toys & Games,Arts & CraftsÃ‚Â for Kids,Beads,,,12.18%,16.02%,,,,,,,,
Toys & Games,Arts & CraftsÃ‚Â for Kids,Blackboards & Whiteboards,,,12.18%,16.02%,,,,,,,,
Toys & Games,Arts & CraftsÃ‚Â for Kids,Clay & Dough,,,12.18%,16.02%,,,,,,,,
Toys & Games,Arts & CraftsÃ‚Â for Kids,Craft Kits,,,12.18%,16.02%,,,,,,,,
Toys & Games,Arts & CraftsÃ‚Â for Kids,Drawing & Painting Supplies,,,12.18%,16.02%,,,,,,,,
Toys & Games,Arts & CraftsÃ‚Â for Kids,Drawing & Sketching Tablets,,,12.18%,16.02%,,,,,,,,
Toys & Games,Arts & CraftsÃ‚Â for Kids,Easels,,,12.18%,16.02%,,,,,,,,
Toys & Games,Arts & CraftsÃ‚Â for Kids,"Glue, Paste & Tape",,,12.18%,16.02%,,,,,,,,
Toys & Games,Arts & CraftsÃ‚Â for Kids,Molding & Sculpting Sticks,,,12.18%,16.02%,,,,,,,,
Toys & Games,Arts & CraftsÃ‚Â for Kids,Printing & Stamping,,,12.18%,16.02%,,,,,,,,
Toys & Games,Arts & CraftsÃ‚Â for Kids,Stickers,,,12.18%,16.02%,,,,,,,,
Toys & Games,Baby & Toddler Toys,Activity Gym & Playmats,,,12.18%,16.02%,,,,,,,,
Toys & Games,Baby & Toddler Toys,Balls,,,12.18%,16.02%,,,,,,,,
Toys & Games,Baby & Toddler Toys,Bath Toys,,,12.18%,16.02%,,,,,,,,
Toys & Games,Baby & Toddler Toys,Blocks,,,12.18%,16.02%,,,,,,,,
Toys & Games,Baby & Toddler Toys,Crib Toys & Attachments,,,12.18%,16.02%,,,,,,,,
Toys & Games,Baby & Toddler Toys,Early Learning,,,12.18%,16.02%,,,,,,,,
Toys & Games,Baby & Toddler Toys,Hammering & Pounding Toys,,,12.18%,16.02%,,,,,,,,
Toys & Games,Baby & Toddler Toys,Indoor Climbers & Play Structures,,,12.18%,16.02%,,,,,,,,
Toys & Games,Baby & Toddler Toys,Music & Sound,,,12.18%,16.02%,,,,,,,,
Toys & Games,Baby & Toddler Toys,Push & Pull Toys,,,12.18%,16.02%,,,,,,,,
Toys & Games,Baby & Toddler Toys,Rattles,,,12.18%,16.02%,,,,,,,,
Toys & Games,Baby & Toddler Toys,Rocking & Spring Ride-Ons,,,12.18%,16.02%,,,,,,,,
Toys & Games,Baby & Toddler Toys,Spinning Tops,,,12.18%,16.02%,,,,,,,,
Toys & Games,Baby & Toddler Toys,Stacking & Nesting Toys,,,12.18%,16.02%,,,,,,,,
Toys & Games,Baby & Toddler Toys,Stick Horses,,,12.18%,16.02%,,,,,,,,
Toys & Games,Ball Pits & Accessories,,,,12.18%,16.02%,,,,,,,,
Toys & Games,Blocks & Building Toys,Building Sets,,,12.18%,16.02%,,,,,,,,
Toys & Games,Blocks & Building Toys,Marble Runs,,,12.18%,16.02%,,,,,,,,
Toys & Games,Blocks & Building Toys,Stacking Blocks,,,12.18%,16.02%,,,,,,,,
Toys & Games,Dolls & Accessories,Doll Accessories,,,12.18%,16.02%,,,,,,,,
Toys & Games,Dolls & Accessories,Dollhouse Accessories,,,12.18%,16.02%,,,,,,,,
Toys & Games,Dolls & Accessories,Dollhouses,,,12.18%,16.02%,,,,,,,,
Toys & Games,Dolls & Accessories,Dolls,,,12.18%,16.02%,,,,,,,,
Toys & Games,Dolls & Accessories,Playsets,,,12.18%,16.02%,,,,,,,,
Toys & Games,Dress Up & Pretend Play,Beauty & Fashion,Makeup,,12.18%,16.02%,,,,,,,,
Toys & Games,Dress Up & Pretend Play,Beauty & Fashion,Vanity Cases,,12.18%,16.02%,,,,,,,,
Toys & Games,Dress Up & Pretend Play,Beauty & Fashion,Rings,,12.18%,16.02%,,,,,,,,
Toys & Games,Dress Up & Pretend Play,Beauty & Fashion,Bracelets,,12.18%,16.02%,,,,,,,,
Toys & Games,Dress Up & Pretend Play,Costumes,Kids & Baby,,12.18%,16.02%,,,,,,,,
Toys & Games,Dress Up & Pretend Play,Costumes,Wigs & Masks,,12.18%,16.02%,,,,,,,,
Toys & Games,Dress Up & Pretend Play,Costumes,Men,,12.18%,16.02%,,,,,,,,
Toys & Games,Dress Up & Pretend Play,Costumes,Hats & Caps,,12.18%,16.02%,,,,,,,,
Toys & Games,Dress Up & Pretend Play,Costumes,Women,,12.18%,16.02%,,,,,,,,
Toys & Games,Dress Up & Pretend Play,Costumes,Colour Contact Lenses,,12.18%,16.02%,,,,,,,,
Toys & Games,Dress Up & Pretend Play,Costumes,Eyelashes & Eyeglasses,,12.18%,16.02%,,,,,,,,
Toys & Games,Dress Up & Pretend Play,Costumes,Hair & Nails,,12.18%,16.02%,,,,,,,,
Toys & Games,Dress Up & Pretend Play,Playsets,Kitchen Toys,,12.18%,16.02%,,,,,,,,
Toys & Games,Dress Up & Pretend Play,Playsets,Money & Banking,,12.18%,16.02%,,,,,,,,
Toys & Games,Dress Up & Pretend Play,Playsets,Medical Kits,,12.18%,16.02%,,,,,,,,
Toys & Games,Dress Up & Pretend Play,Playsets,Magnet & Felt Playboards,,12.18%,16.02%,,,,,,,,
Toys & Games,Dress Up & Pretend Play,Playsets,Construction Tools,,12.18%,16.02%,,,,,,,,
Toys & Games,Dress Up & Pretend Play,Playsets,Grocery Shopping,,12.18%,16.02%,,,,,,,,
Toys & Games,Dress Up & Pretend Play,Playsets,Housekeeping,,12.18%,16.02%,,,,,,,,
Toys & Games,Dress Up & Pretend Play,Playsets,Paper & Magnetic Dolls,,12.18%,16.02%,,,,,,,,
Toys & Games,Electronic Toys,App-Enabled Toys,,,12.18%,16.02%,,,,,,,,
Toys & Games,Electronic Toys,Electronic Pets & Robotics,,,12.18%,16.02%,,,,,,,,
Toys & Games,Electronic Toys,Music Players & Karaoke,,,12.18%,16.02%,,,,,,,,
Toys & Games,Electronic Toys,Personal Video Players & Accessories,,,12.18%,16.02%,,,,,,,,
Toys & Games,Electronic Toys,Plug & Play Video Games,,,12.18%,16.02%,,,,,,,,
Toys & Games,Electronic Toys,RC Figures & Robots,,,12.18%,16.02%,,,,,,,,
Toys & Games,Electronic Toys,Tablets,,,12.18%,16.02%,,,,,,,,
Toys & Games,Electronic Toys,Walkie Talkies,,,12.18%,16.02%,,,,,,,,
Toys & Games,Learning & Education,Basic & Life Skills Toys,,,12.18%,16.02%,,,,,,,,
Toys & Games,Learning & Education,Early Development Toys,Sorting & Stacking,,12.18%,16.02%,,,,,,,,
Toys & Games,Learning & Education,Early Development Toys,Shapes & Colors,,12.18%,16.02%,,,,,,,,
Toys & Games,Learning & Education,Early Development Toys,Activity Gym & Playmats,,12.18%,16.02%,,,,,,,,
Toys & Games,Learning & Education,Electronics,Electronic Learning Toys,,12.18%,16.02%,,,,,,,,
Toys & Games,Learning & Education,Flash Cards,,,12.18%,16.02%,,,,,,,,
Toys & Games,Learning & Education,Habitats,,,12.18%,16.02%,,,,,,,,
Toys & Games,Learning & Education,Musical Instruments,Musical Toys,,12.18%,16.02%,,,,,,,,
Toys & Games,Learning & Education,Musical Instruments,Keyboards & Pianos,,12.18%,16.02%,,,,,,,,
Toys & Games,Learning & Education,Musical Instruments,Guitars,,12.18%,16.02%,,,,,,,,
Toys & Games,Learning & Education,Musical Instruments,Drum & Percussion,,12.18%,16.02%,,,,,,,,
Toys & Games,Learning & Education,Musical Instruments,Wind Instruments,,12.18%,16.02%,,,,,,,,
Toys & Games,Learning & Education,Reading & Writing,Magnetic Letters & Words,,12.18%,16.02%,,,,,,,,
Toys & Games,Learning & Education,Reading & Writing,"Diaries, Journals & Notebooks",,12.18%,16.02%,,,,,,,,
Toys & Games,Learning & Education,Reading & Writing,Stationery,,12.18%,16.02%,,,,,,,,
Toys & Games,Learning & Education,Solar,,,12.18%,16.02%,,,,,,,,
Toys & Games,Learning & Education,STEM Toys,,,12.18%,16.02%,,,,,,,,
Toys & Games,Learning & Education,Wooden Toys,,,12.18%,16.02%,,,,,,,,
Toys & Games,Party Supplies,Aprons,,,11.31%,15.04%,,,,,,,,
Toys & Games,Party Supplies,Balloons,,,11.31%,15.04%,,,,,,,,
Toys & Games,Party Supplies,"Banners, Streamers & Confetti",,,11.31%,15.04%,,,,,,,,
Toys & Games,Party Supplies,Cake & Cupcake Toppers,,,11.31%,15.04%,,,,,,,,
Toys & Games,Party Supplies,Party & Games Crafts,,,11.31%,15.04%,,,,,,,,
Toys & Games,Party Supplies,Party Hats,,,11.31%,15.04%,,,,,,,,
Toys & Games,Party Supplies,Party Packs & Sets,,,11.31%,15.04%,,,,,,,,
Toys & Games,Party Supplies,Party Tableware,,,11.31%,15.04%,,,,,,,,
Toys & Games,Puzzle,3-D Puzzles,,,12.18%,16.02%,,,,,,,,
Toys & Games,Puzzle,Brain Teasers,,,12.18%,16.02%,,,,,,,,
Toys & Games,Puzzle,Jigsaw Puzzles,,,12.18%,16.02%,,,,,,,,
Toys & Games,Puzzle,Pegged Puzzles,,,12.18%,16.02%,,,,,,,,
Toys & Games,Puzzle,Puzzle Accessories,,,12.18%,16.02%,,,,,,,,
Toys & Games,Puzzle,Puzzle Play Mats,,,12.18%,16.02%,,,,,,,,
Toys & Games,Remote Control & Play Vehicles,Die-Cast Vehicles,,,12.18%,16.02%,,,,,,,,
Toys & Games,Remote Control & Play Vehicles,Drones & Accessories,Drones & Quadcopters,,12.18%,16.02%,,,,,,,,
Toys & Games,Remote Control & Play Vehicles,Drones & Accessories,Accessories & Batteries,,12.18%,16.02%,,,,,,,,
Toys & Games,Remote Control & Play Vehicles,Drones & Accessories,Starter Drones,,12.18%,16.02%,,,,,,,,
Toys & Games,Remote Control & Play Vehicles,Helicopters,,,12.18%,16.02%,,,,,,,,
Toys & Games,Remote Control & Play Vehicles,Play Trains & Railway Sets,Train Cars & Sets,,12.18%,16.02%,,,,,,,,
Toys & Games,Remote Control & Play Vehicles,Play Trains & Railway Sets,Train Tracks,,12.18%,16.02%,,,,,,,,
Toys & Games,Remote Control & Play Vehicles,Play Trains & Railway Sets,Accessories,,12.18%,16.02%,,,,,,,,
Toys & Games,Remote Control & Play Vehicles,Play Vehicles,Vehicles,,12.18%,16.02%,,,,,,,,
Toys & Games,Remote Control & Play Vehicles,Play Vehicles,Vehicle Playsets,,12.18%,16.02%,,,,,,,,
Toys & Games,Remote Control & Play Vehicles,Play Vehicles,Pull-Backs,,12.18%,16.02%,,,,,,,,
Toys & Games,Remote Control & Play Vehicles,RC Vehicles & Batteries,RC Vehicles,,12.18%,16.02%,,,,,,,,
Toys & Games,Remote Control & Play Vehicles,RC Vehicles & Batteries,Battery Packs & Chargers,,12.18%,16.02%,,,,,,,,
Toys & Games,Slime & Squishy Toys,Slime Toys,,,12.18%,16.02%,,,,,,,,
Toys & Games,Slime & Squishy Toys,Squishy Toys,,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Fidget Toys,,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Flying Toys,Airplane Construction Kits,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Kites & Wind Spinners,Wind Spinners,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Kites & Wind Spinners,Kite Accessories,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Lawn Games,Flying Discs,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Lawn Games,Badminton,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Outdoor Toys,Ride-on,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Outdoor Toys,Kids Scooters,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Outdoor Toys,Kids Tricycles,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Outdoor Toys,Blaster toys,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Outdoor Toys,Foam Play,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Outdoor Toys,Kids Bikes & Accessories,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Outdoor Toys,Pedal Cars,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Outdoor Toys,Blaster toys,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Outdoor Toys,Kids Skates,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Outdoor Toys,Kids Skateboards,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Play Sets & Playground Equipment,Freestanding Slides,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Play Sets & Playground Equipment,Play & Swing Sets,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Play Sets & Playground Equipment,Parts & Hardware,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Play Tents & Tunnels,,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Playhouses,,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Pogo Sticks & Hoppers,,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Sports Play,Boxing,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Sports Play,Basketball,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Sports Play,Basketball,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Sports Play,Baseball & Softball,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Sports Play,Baseball & Softball,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Sports Play,Soccer,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Sports Play,Football,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Swimming Pool & Water Toys,Swimming Pools,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Swimming Pool & Water Toys,Water Blaster & Soakers,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Swimming Pool & Water Toys,Water Toys & Pool Games,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Toys Sports,,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Trampolines,,,12.18%,16.02%,,,,,,,,
Toys & Games,Sports & Outdoor Play,Yo-yos & Kendamas,,,12.18%,16.02%,,,,,,,,
Toys & Games,Stuffed Toys,,,,12.18%,16.02%,,,,,,,,
Toys & Games,Traditional Games,Battling Tops,,,12.18%,16.02%,,,,,,,,
Toys & Games,Traditional Games,Board Games,,,12.18%,16.02%,,,,,,,,
Toys & Games,Traditional Games,Card Games,,,12.18%,16.02%,,,,,,,,
Toys & Games,Traditional Games,Dice & Gaming Dice,,,12.18%,16.02%,,,,,,,,
Toys & Games,Traditional Games,Game Collections,,,12.18%,16.02%,,,,,,,,
Toys & Games,Traditional Games,Game Room Games,Darts,,12.18%,16.02%,,,,,,,,
Toys & Games,Traditional Games,Game Room Games,Billiards,,12.18%,16.02%,,,,,,,,
Toys & Games,Traditional Games,Game Room Games,Foosball,,12.18%,16.02%,,,,,,,,
Toys & Games,Traditional Games,Game Room Games,Indoor Bowling,,12.18%,16.02%,,,,,,,,
Toys & Games,Traditional Games,Tile Games,,,12.18%,16.02%,,,,,,,,
Toys & Games,Traditional Games,Trading Card Games,Counters,,12.18%,16.02%,,,,,,,,
Toys & Games,Traditional Games,Trading Card Games,Decks & Sets,,12.18%,16.02%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",App-enabled Accessories,,,,12.83%,16.76%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Headphones & Headsets,Wireless Earbuds,,12.99%,16.94%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Headphones & Headsets,Earphones,,12.83%,16.76%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Headphones & Headsets,Over-the-Ear Headphones,,12.83%,16.76%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Headphones & Headsets,Headphones & Headsets Accessories,,12.83%,16.76%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Headphones & Headsets,Headphones & Headsets Accessories,,12.83%,16.76%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Headphones & Headsets,On-Ear Headphones,,13.40%,17.40%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Home Entertainment,Soundbars,,3.99%,6.77%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Home Entertainment,Home Theater Systems,,3.99%,6.77%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Home Entertainment,Karaoke Systems,,3.99%,6.77%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Home Entertainment,Home Entertainment Receivers & Amplifiers,,3.99%,6.77%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Home Entertainment,Home Audio Accessories,,12.83%,16.76%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Home Entertainment,Home Audio Accessories,,3.99%,6.77%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Home Entertainment,Component Speakers,,3.99%,6.77%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Home Entertainment,Component Speakers,,3.99%,6.77%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Home Entertainment,Home Audio Accessories,,3.99%,6.77%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Home Entertainment,Hi-Fi Systems,,3.99%,6.77%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Home Entertainment,Home Audio Accessories,,3.99%,6.77%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Home Entertainment,Component Speakers,,3.99%,6.77%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Home Entertainment,Component Speakers,,3.99%,6.77%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Home Entertainment,Turntables,,3.99%,6.77%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Live Sound & Stage Equipment,Microphones,,12.83%,16.76%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Live Sound & Stage Equipment,Mixers & Audio Interfaces,,3.99%,6.77%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Live Sound & Stage Equipment,"Live, Sound & Stage Accessories",,3.99%,6.77%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Live Sound & Stage Equipment,Microphone Accessories,,12.83%,16.76%,,,,,,,,
"TV, Audio / Video, Gaming & Wearables",Audio,Live Sound & Stage Equipment,PA Systems,,3.99%,6.77%,,,,,,,,
